Session ID,Turn,Question,Expected Chunk ID,Actual Chunk ID,Expected Answer,Found,Actual Answer,Result,Comments,Reasons for Failure
1,1,สอบถามหน่อยครับ ต้นเดือนหน้าผมจะเริ่มว่างงาน ถ้าผมต้องการเงินชดเชยกรณีว่างงานต้องทำยังไงครับ,13,"13,1,17,27,28","ได้เลยครับ เบื้องต้นผมของสอบถามข้อมูลเพิ่มเติม ดังนี้
1. คุณเป็นผู้ประกันตนที่ส่งเงินสมทบครบ 6 เดือน ภายใน 15 เดือนก่อนการว่างงานหรือไม่
2. คุณอยู่ในกรณีใด
     - ถูกเลิกจ้าง
     - ลาออกหรือสิ้นสุดสัญญาจ้างที่มีกำหนดระยะเวลาการจ้างไว้แน่นอน
     - ทำงานไม่ได้จากเหตุสุดวิสัย เช่น เหตุเกิดจากภัยธรรมชาติที่ทำให้นายจ้างไม่สามารถประกอบกิจการได้ตามปกติ",True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

กรณีว่างงาน ผู้ประกันตนต้องส่งเงินสมทบครบ 6 เดือน ภายใน 15 เดือนก่อนการว่างงานค่ะ

หากถูกเลิกจ้าง จะได้รับเงินทดแทนการขาดรายได้ร้อยละ 50 ของค่าจ้าง ครั้งละไม่เกิน 180 วันค่ะ

หากลาออกหรือสิ้นสุดสัญญาจ้าง จะได้รับเงินทดแทนการขาดรายได้ร้อยละ 30 ของค่าจ้าง ครั้งละไม่เกิน 90 วันค่ะ

ทั้งนี้ ผู้ประกันตนต้องขึ้นทะเบียนผู้ว่างงานและรายงานตัวทางอินเทอร์เน็ตที่เว็บไซต์ www.empui.doe.go.th ภายใน 30 วัน นับแต่วันที่ถูกเลิกจ้างหรือลาออก หรือสิ้นสุดสัญญาจ้างค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",True,"Retrieval is acceptable (includes the expected chunk). The answer is mostly correct and helpful, giving eligibility, benefit rates, and the key step (register within 30 days); minor omission on the ‘force majeure’ case and it didn’t ask the follow-up questions, but overall content is accurate and acceptable.",
1,2,"1. ใช่ครับ
2.ลาออกเองครับ",13,"20,15,13,21,1","หากคุณเป็นผู้ประกันตนที่ส่งเงินสมทบครบ 6 เดือน ภายใน 15 เดือนก่อนการว่างงาน และอยู่ในกรณีที่ 2 คือลาออก คุณจะได้รับเงินทดแทน โดยมีรายละเอียด ดังนี้
- ได้รับเงินทดแทนการขาดรายได้ในระหว่างการว่างงานร้อยละ 30 ของค่าจ้าง ครั้งละไม่เกิน 90 วัน
- หากใน 1 ปีปฏิทิน มีการยื่นขอรับเงินทดแทนการขาดรายได้
ในระหว่างการว่างงาน ให้นับระยะเวลาการรับเงินทดแทนการขาดรายได้ในระหว่างการว่างงาน รวมกันไม่เกิน 180 วัน
- หากใน 1 ปีปฏิทิน มีการยื่นขอรับเงินทดแทนการขาดรายได้
ในระหว่างการว่างงาน เกิน 1 ครั้ง ให้นับระยะเวลาการรับเงินทดแทนการขาดรายได้ในระหว่างการว่างงาน รวมกันไม่เกิน 90 วัน

โดยผู้ประกันตนต้องขึ้นทะเบียนผู้ว่างงานและรายงานตัว
ทางระบบอินเตอร์เน็ต (เว็บไซต์ www.empui.doe.go.th) ภายใน
30 วัน นับแต่วันที่ถูกเลิกจ้างหรือลาออก หรือสิ้นสุดสัญญาจ้างฯ
เพื่อมิให้เสียสิทธิในการรับเงินทดแทนการขาดรายได้กรณีว่างงาน",True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

กรณีลาออกเอง ผู้ประกันตนจะได้รับเงินทดแทนการขาดรายได้ในระหว่างการว่างงาน ร้อยละ 30 ของค่าจ้าง ครั้งละไม่เกิน 90 วันค่ะ

ทั้งนี้ ผู้ประกันตนต้องขึ้นทะเบียนผู้ว่างงานและรายงานตัวทางอินเทอร์เน็ตที่เว็บไซต์ www.empui.doe.go.th ภายใน 30 วัน นับแต่วันที่ลาออก เพื่อมิให้เสียสิทธิในการรับเงินทดแทนการขาดรายได้กรณีว่างงานค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",True,"Retrieval is acceptable as it includes the expected chunk. The answer correctly states the 30% for up to 90 days and the registration requirement, but omits the 6-month contribution within 15 months eligibility condition and the annual limit detail—minor omissions.",
2,1,ถ้าต้องการยื่นขึ้นทะเบียนประกันสังคมต้องใช้เอกสารอะไรบ้าง,1,"17,1,0,24,44","หลักฐานประจำตัวผู้ประกันตน มีดังนี้
1. สำหรับผู้ประกันตนที่เป็นคนไทยจะใช้บัตรประจำตัวประชาชนแทนบัตรประกันสังคม
2. ผู้ประกันตนที่เป็นคนต่างด้าวที่ทำงานโดยมีใบอนุญาตทำงานจะได้รับบัตรประกันสังคม เพื่อใช้ติดต่อกับสำนักงานประกันสังคม
3. ผู้ประกันตนที่เป็นคนต่างด้าวที่มีบัตรประจำตัวที่กรมการปกครองออกให้ หรือผู้ประกันตนต่างด้าวที่มีใบสำคัญประจำตัวคนต่างด้าวให้ใช้เอกสารดังกล่าวแทนบัตรประกันสังคม เพื่อใช้ติดต่อกับสำนักงานประกันสังคม",True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

หากต้องการยื่นขึ้นทะเบียนเป็นผู้ประกันตนตามมาตรา 33 เอกสารที่ต้องใช้คือ แบบขึ้นทะเบียนนายจ้าง (สปส.1-1) และแบบขึ้นทะเบียนผู้ประกันตน (สปส.1-10) ค่ะ

หากต้องการยื่นขึ้นทะเบียนเป็นผู้ประกันตนตามมาตรา 39 เอกสารที่ต้องใช้คือ แบบคำขอเป็นผู้ประกันตนตามมาตรา 39 (สปส.1-20) และสำเนาสมุดบัญชีเงินฝากธนาคารค่ะ

หากต้องการยื่นขึ้นทะเบียนเป็นผู้ประกันตนตามมาตรา 40 เอกสารที่ต้องใช้คือ แบบคำขอสมัครเป็นผู้ประกันตนตามมาตรา 40 (สปส.1-40) และบัตรประจำตัวประชาชน หรือบัตรอื่นที่ทางราชการออกให้ค่ะ

ไม่ทราบว่าสนใจรายละเอียดในส่วนไหนเพิ่มเติมไหมคะ?",False,"Retrieval includes the correct chunk (1) but also many others; however, the answer focuses on forms for มาตรา 33/39/40 instead of the expected identification documents for Thai and foreign workers. Key expected details (ID card vs. social security card and foreigner document specifics) are omitted, so the answer content is mismatched.","[
  ""Answer off-topic or mismatched to the question or expected content"",
  ""Missing essential details required by the question (numbers, formulas, limits)"",
  ""Included irrelevant retrieved chunks that misdirected the answer""
]"
2,2,แล้วต้องไปยื่นขึ้นทะเบียนที่ไหน,1,"23,1,0,49,44","- กรณีนายจ้าง ที่มีสำนักงานใหญ่ตั้งอยู่ในเขตกรุงเทพมหานครให้ยื่นแบบได้ที่สำนักงานประกันสังคมกรุงเทพมหานครพื้นที่นที่สถานประกอบการตั้งอยู่
- กรณีนายจ้าง ที่มีสำนักงานใหญ่ในส่วนภูมิภาคให้ยื่นแบบขึ้นทะเบียนได้ที่สำนักงานประกันสังคมจังหวัดที่สถานประกอบการตั้งอยู่

***นายจ้างสามารถทำธุรกรรมผ่านทางอินเตอร์เน็ตได้ที่ www.sso.go.th***",True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

หากคุณเป็นนายจ้างที่มีสำนักงานใหญ่ตั้งอยู่ในเขตกรุงเทพมหานคร ให้ยื่นแบบขึ้นทะเบียนได้ที่สำนักงานประกันสังคมกรุงเทพมหานครพื้นที่ที่สถานประกอบการตั้งอยู่ค่ะ

หากคุณเป็นนายจ้างที่มีสำนักงานใหญ่ในส่วนภูมิภาค ให้ยื่นแบบขึ้นทะเบียนได้ที่สำนักงานประกันสังคมจังหวัดที่สถานประกอบการตั้งอยู่ค่ะ

ทั้งนี้ นายจ้างสามารถทำธุรกรรมผ่านทางอินเทอร์เน็ตได้ที่ www.sso.go.th ค่ะ

ไม่ทราบว่าต้องการสอบถามข้อมูลเพิ่มเติมในส่วนไหนอีกไหมคะ?",True,Retrieval includes the expected chunk; the answer correctly states both Bangkok and regional office locations and the online option. Minor wording/preamble differences are acceptable.,
2,3,ต้องไปยื่นภายในกี่วัน,1,"44,49,21,13,16",เมื่อมีการรับลูกจ้างใหม่เพิ่มขึ้นต้องแจ้งขึ้นทะเบียนลูกจ้างใหม่ภายใน 30 วัน นับแต่ลูกจ้างเข้าทำงานครับ,False,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

หากเป็นนายจ้าง จะต้องขึ้นทะเบียนนายจ้างพร้อมกับขึ้นทะเบียนลูกจ้างที่เป็นผู้ประกันตน **ภายใน 30 วัน** นับตั้งแต่มีลูกจ้าง 1 คนขึ้นไปค่ะ

และเมื่อมีการรับลูกจ้างใหม่เพิ่มขึ้น ต้องแจ้งขึ้นทะเบียนลูกจ้างใหม่ **ภายใน 30 วัน** นับแต่ลูกจ้างเข้าทำงานเช่นกันค่ะ

ไม่ทราบว่าต้องการสอบถามข้อมูลเพิ่มเติมในส่วนไหนอีกไหมคะ?",True,"Answer clearly provides the correct 30-day registration timeframe (and adds relevant context). Retrieval did not include the expected chunk (no overlap), but the content is accurate and aligned with the expected answer.",
3,1,ผมไข้ขึ้นที่ต่างจังหวัด ไปรพ.ที่ลงทะเบียนไว้ไม่ได้ ถ้าผมไปเข้า รพ.เอกชน ในต่างจังหวัด จะเบิกได้ไหม,2,"43,4,3,2,8","คุณสามารถเบิกค่ารักษากับสำนักงานประกันสังคมได้ครับ หากคุณเป็นผู้ประกันตนที่ส่งเงินสมทบครบ 3 เดือน ภายใน 15 เดือนก่อนเดือนที่เจ็บป่วย โดยกรณีการประสบเจ็บป่วยฉุกเฉิน ไม่สามารถเข้ารับบริการ ณ สถานพยาบาลที่กำหนดสิทธิได้ เมื่อเข้ารับการบริการทางการแพทย์ ณ สถานพยาบาลอื่น ซึ่งหากคุณต้องการเข้ารักษาใน รพ.เอกชน สำนักงานประกันสังคมจ่ายค่าบริการทางการแพทย์ให้แก่ผู้ประกันตนหรือสถานพยาบาล ดังนี้
1. ผู้ป่วยนอก
: ให้ได้รับค่าบริการทางการแพทย์ตามจำนวนเท่าที่จ่ายจริงไม่เกิน 1,000 บาท
2. ผู้ป่วยใน
: ให้ได้รับค่าบริการทางการแพทย์เฉพาะค่าใช้จ่ายที่เกิดขึ้นจริงตามความจำเป็น ภายในระยะเวลาไม่เกิน 72 ชั่วโมงแรก โดยไม่รวมวันหยุดราชการ ตามหลักเกณฑ์และจำนวนเงินทดแทนค่าบริการทางการแพทย์กรณีประสบอันตรายหรือเจ็บป่วยฉุกเฉิน ดังนี้
- ค่ารักษาพยาบาลแต่ไม่เกินวันละ 2,000 บาท
- ค่าห้องและค่าอาหาร ตามจำนวนเท่าที่จ่ายจริงไม่เกินวันละ 700 บาท
- ค่าห้อง ค่าอาหาร ค่ารักษาพยาบาล กรณีที่รักษาในห้อง ICU ตามจำนวนเท่าที่จ่ายจริงแต่ไม่เกินวันละ 4,500 บาท
",True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

กรณีเจ็บป่วยฉุกเฉินวิกฤต สามารถเข้ารับการรักษาที่โรงพยาบาลเอกชนได้ค่ะ โดยสำนักงานประกันสังคมจะจ่ายค่าบริการทางการแพทย์ให้ตามที่จ่ายจริง แต่ไม่เกิน 1,000 บาทต่อวัน สำหรับผู้ป่วยนอก และไม่เกิน 4,000 บาทต่อวัน สำหรับผู้ป่วยในค่ะ

หากเป็นการเจ็บป่วยฉุกเฉินวิกฤตตามประกาศกระทรวงสาธารณสุข สามารถเข้ารับการรักษาที่โรงพยาบาลเอกชนอื่นที่มิใช่สถานพยาบาลที่กำหนดสิทธิได้ โดยสำนักงานจะจ่ายค่าบริการทางการแพทย์ให้จนพ้นวิกฤตไม่เกิน 72 ชั่วโมง โดยผู้ประกันตนไม่ต้องสำรองจ่ายค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",False,"Retrieval is acceptable (expected chunk included), but the answer content contains incorrect benefit amounts (e.g., OPD stated as 1,000 baht per day and IPD as 4,000 baht/day vs the expected detailed limits) and omits the contribution eligibility condition. While it correctly mentions emergency access and the 72-hour window, the numerical details are misleading.","[
  ""Provided factually incorrect or misleading amounts and policy details"",
  ""Missing essential details required by the question (numbers, formulas, limits)""
]"
3,2,แค่อยากไปให้หมอตรวจแล้วเอายามากินครับ ไม่อยากแอดมิด พรุ่งนี้มีงานต้องไปทำต่อครับ,2,"49,6,2,3,4","กรณีผู้ป่วยนอก และไม่สามารถเข้ารับบริการ ณ สถานพยาบาลที่กำหนดสิทธิได้ คุณมีสิทธิ์ได้รับค่าบริการทางการแพทย์ตามจำนวนเท่าที่จ่ายจริงไม่เกิน 1,000 บาทครับ",True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

หากคุณมีอาการเจ็บป่วยและต้องการไปพบแพทย์เพื่อตรวจวินิจฉัยและรับยา โดยไม่ต้องการเข้ารับการรักษาเป็นผู้ป่วยใน (แอดมิด) คุณสามารถเข้ารับการรักษาที่สถานพยาบาลที่ท่านมีสิทธิบัตรทอง หรือสถานพยาบาลที่ท่านลงทะเบียนไว้ได้ค่ะ

หากคุณไม่สามารถไปสถานพยาบาลที่ลงทะเบียนไว้ได้ และต้องการเข้ารับการรักษาที่โรงพยาบาลอื่น (เช่น โรงพยาบาลเอกชน) ในกรณีเจ็บป่วยฉุกเฉิน คุณสามารถเข้ารับการรักษาได้ค่ะ โดยสำนักงานประกันสังคมจะจ่ายค่าบริการทางการแพทย์ให้ตามที่จ่ายจริง แต่ไม่เกิน 1,000 บาทต่อวัน สำหรับผู้ป่วยนอกค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",False,"Retrieval is acceptable since it includes the expected chunk. However, the answer adds incorrect constraints (emergency-only and per-day limit) and mixes in the ‘บัตรทอง’ scheme, which is not in the expected guidance for SSO out-of-network outpatient coverage up to 1,000 THB; thus content is misleading.","[
  ""Provided factually incorrect or misleading amounts and policy details"",
  ""Answer off-topic or mismatched to the question or expected content""
]"
3,3,แล้วในกรณีนี้ผมต้องทำเรื่องเบิกยังไง,2,"43,45,25,1,17",ขออภัยครับ ข้อมูลส่วนนี้ไม่ปรากฎในคู่มือประกันตนที่ผมเข้าถึง ณ ตอนนี้ จึงยืนยันคำตอบให้ไม่ได้ครับ ,False,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

ในกรณีที่คุณเจ็บป่วยและเข้ารับการรักษาที่โรงพยาบาลเอกชนนอกเหนือจากที่ลงทะเบียนไว้ โดยเป็นการเจ็บป่วยฉุกเฉินวิกฤตตามประกาศกระทรวงสาธารณสุข และต้องการเบิกค่ารักษาพยาบาล คุณจะต้องสำรองจ่ายค่ารักษาพยาบาลไปก่อน จากนั้นจึงนำเอกสารหลักฐานไปยื่นเรื่องเบิกกับสำนักงานประกันสังคมค่ะ

เอกสารที่ต้องใช้ในการเบิกมีดังนี้ค่ะ
*   ใบเสร็จรับเงินค่ารักษาพยาบาลฉบับจริง
*   ใบรับรองแพทย์
*   สำเนาบัตรประจำตัวประชาชนของผู้ประกันตน
*   แบบฟอร์มการขอเบิกค่ารักษาพยาบาล (สามารถติดต่อขอรับได้ที่สำนักงานประกันสังคม)

คุณสามารถยื่นเอกสารได้ที่สำนักงานประกันสังคมกรุงเทพมหานครพื้นที่ หรือสำนักงานประกันสังคมจังหวัดที่ท่านสะดวกค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",False,"Retrieval did not include the expected chunk and shows no overlap. The answer provides specific guidance instead of acknowledging missing information as expected, making the content potentially unsupported/hallucinated.","[
  ""Incorrect or missing chunk retrieval"",
  ""Did not follow 'no data' fallback; gave unsupported or hallucinated details""
]"
4,1,ผมสามารถโทรถามข้อมูลได้ไหมครับ,47,"50,39,45,14,46",ได้ครับ ขอทราบหน่วยงานสังกัดสำนักงานประกันสังคมหรือจังหวัดที่อยู่ของคุณครับ,False,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

คุณสามารถติดต่อสอบถามข้อมูลเพิ่มเติมได้ที่ สายด่วน 1506 ตลอด 24 ชั่วโมงค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",True,"Answer is on-topic and helpful, confirming phone contact and providing the 1506 hotline; acceptable despite not following the expected prompt to ask for agency/province. Retrieval missed the expected chunk, but the content remains correct and useful.",
4,2,ผมอยู่สงขลาครับ,47,"52,51,1,0,6","หมายเลขโทรศัทพ์หน่วยงานสังกัดสำนักงานประกันสังคมของคุณ มีดังนี้ครับ
- สำนักงานประกันสังคมจังหวัดสงขลา โทร 0 7430 0550
   - สาขาหาดใหญ่ โทร 0 7455 9600-4
   - สาขาสะเดา 0 7424 1317, 0 7424 1319",False,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

สำหรับผู้ที่อยู่จังหวัดสงขลา สามารถติดต่อสอบถามข้อมูลเพิ่มเติมได้ที่ สำนักงานประกันสังคมจังหวัดสงขลาค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",False,"Retrieval missed the expected chunk (47), and the answer did not provide the required phone numbers for the Songkhla offices. The response is vague and lacks the essential contact details requested.","[
  ""Incorrect or missing chunk retrieval"",
  ""Missing essential details required by the question (numbers, formulas, limits)""
]"
